ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
70 0 0 0
71 0 0 0
72 0 0 0
73 0 0 0
74 0 0 0
269 0 0 0
270 0 0 0
271 0 0 0
272 0 0 0
273 0 0 0
274 0 0 0
275 0 0 0
276 0 0 0
277 0 0 0
278 0 0 0
279 0 0 0
280 0 0 0
281 0 0 0
282 0 0 0
283 0 0 0
284 0 0 0
285 0 0 0
286 0 0 0
287 0 0 0
288 0 0 0
289 0 0 0
290 0 0 0
291 0 0 0
292 0 0 0
293 0 0 0
294 0 0 0
295 0 0 0
296 0 0 0
297 0 0 0
298 0 0 0
299 0 0 0
300 0 0 0
301 0 0 0
302 0 0 0
303 0 0 0
304 0 0 0
305 0 0 0
306 0 0 0
307 0 0 0
75 0 0 0
76 0 0 0
77 0 0 0
78 0 0 0
79 0 0 0
80 0 0 0
81 0 0 0
82 0 0 0
83 0 0 0
84 0 0 0
85 0 0 0
86 0 0 0
87 0 0 0
88 0 0 0
89 0 0 0
90 0 0 0
91 0 0 0
92 0 0 0
93 0 0 0
94 0 0 0
308 0 0 0
309 0 0 0
310 0 0 0
311 0 0 0
312 0 0 0
313 0 0 0
314 0 0 0
315 0 0 0
316 0 0 0
317 0 0 0
318 0 0 0
319 0 0 0
320 0 0 0
321 0 0 0
322 0 0 0
323 0 0 0
324 0 0 0
325 0 0 0
326 0 0 0
327 0 0 0
328 0 0 0
329 0 0 0
330 0 0 0
331 0 0 0
332 0 0 0
333 0 0 0
334 0 0 0
335 0 0 0
336 0 0 0
337 0 0 0
338 0 0 0
339 0 0 0
340 0 0 0
341 0 0 0
342 0 0 0
343 0 0 0
344 0 0 0
345 0 0 0
346 0 0 0
347 0 0 0
95 0 0 0
96 0 0 0
97 0 0 0
98 0 0 0
99 0 0 0
100 0 0 0
101 0 0 0
102 0 0 0
103 0 0 0
104 0 0 0
105 0 0 0
106 0 0 0
107 0 0 0
108 0 0 0
109 0 0 0
110 0 0 0
111 0 0 0
112 0 0 0
348 0 0 0
349 0 0 0
350 0 0 0
351 0 0 0
352 0 0 0
353 0 0 0
354 0 0 0
355 0 0 0
356 0 0 0
357 0 0 0
358 0 0 0
359 0 0 0
360 0 0 0
361 0 0 0
362 0 0 0
363 0 0 0
364 0 0 0
365 0 0 0
366 0 0 0
367 0 0 0
368 0 0 0
369 0 0 0
370 0 0 0
371 0 0 0
372 0 0 0
373 0 0 0
374 0 0 0
375 0 0 0
376 0 0 0
377 0 0 0
378 0 0 0
379 0 0 0
380 0 0 0
113 0 0 0
114 0 0 0
115 0 0 0
116 0 0 0
117 0 0 0
118 0 0 0
119 0 0 0
120 0 0 0
121 0 0 0
122 0 0 0
123 0 0 0
124 0 0 0
125 0 0 0
126 0 0 0
127 0 0 0
128 0 0 0
129 0 0 0
381 0 0 0
382 0 0 0
383 0 0 0
384 0 0 0
385 0 0 0
386 0 0 0
387 0 0 0
388 0 0 0
389 0 0 0
390 0 0 0
391 0 0 0
392 0 0 0
393 0 0 0
394 0 0 0
395 0 0 0
396 0 0 0
397 0 0 0
398 0 0 0
399 0 0 0
400 0 0 0
401 0 0 0
402 0 0 0
403 0 0 0
404 0 0 0
405 0 0 0
406 0 0 0
407 0 0 0
408 0 0 0
409 0 0 0
410 0 0 0
411 0 0 0
412 0 0 0
413 0 0 0
414 0 0 0
415 0 0 0
416 0 0 0
417 0 0 0
418 0 0 0
419 0 0 0
420 0 0 0
421 0 0 0
422 0 0 0
423 0 0 0
130 0 0 0
131 0 0 0
132 0 0 0
133 0 0 0
134 0 0 0
135 0 0 0
136 0 0 0
137 0 0 0
138 0 0 0
139 0 0 0
140 0 0 0
141 0 0 0
142 0 0 0
143 0 0 0
144 0 0 0
145 0 0 0
146 0 0 0
147 0 0 0
424 0 0 0
425 0 0 0
426 0 0 0
427 0 0 0
428 0 0 0
429 0 0 0
430 0 0 0
431 0 0 0
432 0 0 0
433 0 0 0
434 0 0 0
435 0 0 0
436 0 0 0
437 0 0 0
438 0 0 0
439 0 0 0
440 0 0 0
441 0 0 0
442 0 0 0
443 0 0 0
444 0 0 0
445 0 0 0
446 0 0 0
447 0 0 0
448 0 0 0
449 0 0 0
450 0 0 0
451 0 0 0
452 0 0 0
453 0 0 0
454 0 0 0
455 0 0 0
456 0 0 0
457 0 0 0
458 0 0 0
148 0 0 0
149 0 0 0
150 0 0 0
151 0 0 0
152 0 0 0
153 0 0 0
154 0 0 0
155 0 0 0
156 0 0 0
157 0 0 0
158 0 0 0
159 0 0 0
160 0 0 0
161 0 0 0
162 0 0 0
163 0 0 0
164 0 0 0
165 0 0 0
459 0 0 0
460 0 0 0
461 0 0 0
462 0 0 0
463 0 0 0
464 0 0 0
465 0 0 0
466 0 0 0
467 0 0 0
468 0 0 0
469 0 0 0
470 0 0 0
471 0 0 0
472 0 0 0
473 0 0 0
474 0 0 0
475 0 0 0
476 0 0 0
477 0 0 0
478 0 0 0
479 0 0 0
480 0 0 0
481 0 0 0
482 0 0 0
483 0 0 0
484 0 0 0
485 0 0 0
486 0 0 0
487 0 0 0
488 0 0 0
489 0 0 0
490 0 0 0
491 0 0 0
492 0 0 0
493 0 0 0
494 0 0 0
495 0 0 0
496 0 0 0
497 0 0 0
498 0 0 0
499 0 0 0
500 0 0 0
501 0 0 0
ITEM: TIMESTEP
66
ITEM: NUMBER OF ATOMS
501
ITEM: BOX BOUNDS pp pp pp
-3.3572466328349999e+00 3.3572466328349999e+00
-3.3572466328349999e+00 3.3572466328349999e+00
-3.3572466328349999e+00 3.3572466328349999e+00
ITEM: ATOMS id f_aveg_velocity_dist[1] f_aveg_velocity_dist[2] f_aveg_velocity_dist[3]
1 0 0 0
216 0 0 0
215 0 0 0
4 0 0 0
35 0 0 0
6 0 0 0
203 0 0 0
8 0 0 0
210 0 0 0
10 0 0 0
11 0 0 0
255 0 0 0
201 0 0 0
14 0 0 0
15 0 0 0
208 0 0 0
17 0 0 0
18 0 0 0
19 0 0 0
20 0 0 0
205 0 0 0
22 0 0 0
23 0 0 0
24 0 0 0
209 0 0 0
214 0 0 0
27 0 0 0
211 0 0 0
29 0 0 0
30 0 0 0
31 0 0 0
32 0 0 0
352 0 0 0
167 0 0 0
168 0 0 0
220 0 0 0
250 0 0 0
171 0 0 0
172 0 0 0
173 0 0 0
174 0 0 0
175 0 0 0
176 0 0 0
218 0 0 0
178 0 0 0
179 0 0 0
180 0 0 0
181 0 0 0
182 0 0 0
183 0 0 0
184 0 0 0
185 0 0 0
186 0 0 0
187 0 0 0
188 0 0 0
3 0 0 0
190 0 0 0
204 0 0 0
192 0 0 0
193 0 0 0
194 0 0 0
195 0 0 0
306 0 0 0
202 0 0 0
198 0 0 0
199 0 0 0
200 0 0 0
13 0 0 0
166 0 0 0
33 0 0 0
34 0 0 0
2 0 0 0
36 0 0 0
37 0 0 0
38 0 0 0
191 0 0 0
40 0 0 0
41 0 0 0
42 0 0 0
43 0 0 0
44 0 0 0
45 0 0 0
46 0 0 0
47 0 0 0
267 0 0 0
26 0 0 0
50 0 0 0
51 0 0 0
52 0 0 0
53 0 0 0
54 0 0 0
55 0 0 0
268 0 0 0
57 0 0 0
58 0 0 0
25 0 0 0
228 0 0 0
221 0 0 0
222 0 0 0
223 0 0 0
224 0 0 0
225 0 0 0
197 0 0 0
227 0 0 0
315 0 0 0
229 0 0 0
230 0 0 0
231 0 0 0
232 0 0 0
233 0 0 0
234 0 0 0
235 0 0 0
236 0 0 0
237 0 0 0
238 0 0 0
239 0 0 0
240 0 0 0
241 0 0 0
242 0 0 0
243 0 0 0
244 0 0 0
226 0 0 0
246 0 0 0
266 0 0 0
248 0 0 0
249 0 0 0
177 0 0 0
251 0 0 0
252 0 0 0
253 0 0 0
254 0 0 0
196 0 0 0
256 0 0 0
257 0 0 0
258 0 0 0
259 0 0 0
260 0 0 0
261 0 0 0
262 0 0 0
81 0 0 0
308 0 0 0
59 0 0 0
60 0 0 0
61 0 0 0
327 0 0 0
63 0 0 0
64 0 0 0
21 0 0 0
7 0 0 0
94 0 0 0
68 0 0 0
66 0 0 0
70 0 0 0
71 0 0 0
72 0 0 0
213 0 0 0
295 0 0 0
269 0 0 0
270 0 0 0
271 0 0 0
272 0 0 0
307 0 0 0
274 0 0 0
275 0 0 0
276 0 0 0
277 0 0 0
278 0 0 0
279 0 0 0
289 0 0 0
9 0 0 0
282 0 0 0
283 0 0 0
284 0 0 0
285 0 0 0
286 0 0 0
287 0 0 0
288 0 0 0
145 0 0 0
290 0 0 0
291 0 0 0
292 0 0 0
293 0 0 0
294 0 0 0
317 0 0 0
296 0 0 0
297 0 0 0
298 0 0 0
299 0 0 0
300 0 0 0
301 0 0 0
302 0 0 0
303 0 0 0
304 0 0 0
28 0 0 0
318 0 0 0
12 0 0 0
73 0 0 0
69 0 0 0
189 0 0 0
169 0 0 0
67 0 0 0
280 0 0 0
345 0 0 0
77 0 0 0
78 0 0 0
79 0 0 0
80 0 0 0
281 0 0 0
82 0 0 0
83 0 0 0
245 0 0 0
85 0 0 0
86 0 0 0
74 0 0 0
88 0 0 0
89 0 0 0
90 0 0 0
91 0 0 0
92 0 0 0
478 0 0 0
247 0 0 0
93 0 0 0
309 0 0 0
310 0 0 0
311 0 0 0
312 0 0 0
313 0 0 0
314 0 0 0
76 0 0 0
316 0 0 0
347 0 0 0
464 0 0 0
319 0 0 0
320 0 0 0
321 0 0 0
322 0 0 0
323 0 0 0
324 0 0 0
325 0 0 0
326 0 0 0
49 0 0 0
328 0 0 0
329 0 0 0
330 0 0 0
331 0 0 0
332 0 0 0
333 0 0 0
334 0 0 0
335 0 0 0
336 0 0 0
337 0 0 0
338 0 0 0
339 0 0 0
340 0 0 0
341 0 0 0
342 0 0 0
346 0 0 0
344 0 0 0
56 0 0 0
87 0 0 0
62 0 0 0
273 0 0 0
95 0 0 0
96 0 0 0
97 0 0 0
98 0 0 0
99 0 0 0
100 0 0 0
101 0 0 0
102 0 0 0
125 0 0 0
104 0 0 0
105 0 0 0
106 0 0 0
107 0 0 0
108 0 0 0
206 0 0 0
110 0 0 0
111 0 0 0
112 0 0 0
348 0 0 0
349 0 0 0
350 0 0 0
351 0 0 0
219 0 0 0
353 0 0 0
354 0 0 0
355 0 0 0
356 0 0 0
217 0 0 0
358 0 0 0
359 0 0 0
434 0 0 0
361 0 0 0
362 0 0 0
363 0 0 0
364 0 0 0
365 0 0 0
366 0 0 0
367 0 0 0
368 0 0 0
369 0 0 0
377 0 0 0
371 0 0 0
372 0 0 0
373 0 0 0
207 0 0 0
360 0 0 0
376 0 0 0
429 0 0 0
378 0 0 0
379 0 0 0
380 0 0 0
16 0 0 0
212 0 0 0
170 0 0 0
5 0 0 0
402 0 0 0
357 0 0 0
113 0 0 0
48 0 0 0
115 0 0 0
116 0 0 0
117 0 0 0
118 0 0 0
127 0 0 0
120 0 0 0
121 0 0 0
122 0 0 0
123 0 0 0
124 0 0 0
155 0 0 0
126 0 0 0
39 0 0 0
128 0 0 0
129 0 0 0
114 0 0 0
382 0 0 0
383 0 0 0
384 0 0 0
385 0 0 0
386 0 0 0
390 0 0 0
388 0 0 0
389 0 0 0
423 0 0 0
391 0 0 0
392 0 0 0
393 0 0 0
394 0 0 0
395 0 0 0
396 0 0 0
397 0 0 0
398 0 0 0
399 0 0 0
400 0 0 0
401 0 0 0
374 0 0 0
119 0 0 0
404 0 0 0
405 0 0 0
406 0 0 0
407 0 0 0
408 0 0 0
409 0 0 0
410 0 0 0
411 0 0 0
412 0 0 0
413 0 0 0
414 0 0 0
109 0 0 0
416 0 0 0
417 0 0 0
418 0 0 0
419 0 0 0
420 0 0 0
421 0 0 0
422 0 0 0
103 0 0 0
265 0 0 0
164 0 0 0
264 0 0 0
415 0 0 0
263 0 0 0
375 0 0 0
486 0 0 0
130 0 0 0
131 0 0 0
132 0 0 0
133 0 0 0
134 0 0 0
135 0 0 0
136 0 0 0
474 0 0 0
138 0 0 0
139 0 0 0
140 0 0 0
141 0 0 0
142 0 0 0
143 0 0 0
144 0 0 0
456 0 0 0
146 0 0 0
147 0 0 0
424 0 0 0
425 0 0 0
426 0 0 0
427 0 0 0
428 0 0 0
370 0 0 0
430 0 0 0
458 0 0 0
432 0 0 0
305 0 0 0
442 0 0 0
435 0 0 0
455 0 0 0
437 0 0 0
438 0 0 0
439 0 0 0
440 0 0 0
441 0 0 0
403 0 0 0
443 0 0 0
444 0 0 0
445 0 0 0
446 0 0 0
447 0 0 0
448 0 0 0
449 0 0 0
457 0 0 0
451 0 0 0
452 0 0 0
453 0 0 0
454 0 0 0
436 0 0 0
148 0 0 0
149 0 0 0
150 0 0 0
151 0 0 0
152 0 0 0
153 0 0 0
154 0 0 0
387 0 0 0
156 0 0 0
157 0 0 0
158 0 0 0
159 0 0 0
160 0 0 0
161 0 0 0
162 0 0 0
163 0 0 0
137 0 0 0
65 0 0 0
459 0 0 0
460 0 0 0
461 0 0 0
84 0 0 0
463 0 0 0
450 0 0 0
465 0 0 0
466 0 0 0
467 0 0 0
468 0 0 0
469 0 0 0
470 0 0 0
471 0 0 0
472 0 0 0
473 0 0 0
343 0 0 0
475 0 0 0
476 0 0 0
477 0 0 0
433 0 0 0
479 0 0 0
480 0 0 0
481 0 0 0
482 0 0 0
483 0 0 0
484 0 0 0
485 0 0 0
165 0 0 0
487 0 0 0
488 0 0 0
489 0 0 0
490 0 0 0
491 0 0 0
492 0 0 0
493 0 0 0
494 0 0 0
495 0 0 0
496 0 0 0
497 0 0 0
498 0 0 0
499 0 0 0
500 0 0 0
501 0 0 0
431 0 0 0
462 0 0 0
381 0 0 0
75 0 0 0
ITEM: TIMESTEP
100000
ITEM: NUMBER OF ATOMS
501
ITEM: BOX BOUNDS pp pp pp
-3.3572466328349999e+00 3.3572466328349999e+00
-3.3572466328349999e+00 3.3572466328349999e+00
-3.3572466328349999e+00 3.3572466328349999e+00
ITEM: ATOMS id f_aveg_velocity_dist[1] f_aveg_velocity_dist[2] f_aveg_velocity_dist[3]
280 1.73782 -0.128417 1.18271
314 -0.576829 0.307234 -0.784095
215 -0.119383 -0.509753 -0.647192
275 0.690509 -1.15222 -1.92497
24 -0.574115 0.415879 0.990015
136 -1.0921 -0.652106 -0.0614948
37 0.183773 -0.427599 0.566205
173 -1.01978 0.334118 0.966486
454 1.22958 -0.218938 0.931631
39 -1.65801 0.708964 0.306116
350 0.819387 -0.843745 0.0614361
265 -1.24075 0.223223 -0.321872
234 -0.868522 0.637091 -0.187883
442 2.28707 -0.212459 1.00962
451 -0.348 1.34333 -1.0308
399 1.03299 0.37022 0.788729
186 0.803057 0.899201 -0.726972
18 -0.104937 0.373585 -0.650047
13 -1.1499 0.395685 -0.13034
10 -0.124828 -0.185858 -0.0156598
332 0.717987 -1.32658 -0.301873
262 0.233826 -0.735702 0.704908
25 -0.249643 -0.605848 -1.29666
214 -0.0379504 -0.403877 1.03569
376 0.332445 -0.86137 -1.34238
266 1.51137 -1.61247 0.445867
422 0.672488 0.431117 1.29677
228 -0.509869 -0.579975 -2.02763
126 -0.0301736 0.444036 0.290931
26 0.409443 0.588137 0.728492
66 1.3459 0.820553 -0.445019
220 -0.664722 -0.821545 0.582115
23 0.206436 -1.36077 0.266961
225 -0.0913863 -0.267966 -0.702868
3 0.149316 0.498327 0.425895
242 0.52769 0.557944 0.539897
192 -0.366523 0.0729194 -0.287179
194 -1.2446 1.5368 0.31461
340 -0.128129 -1.37458 -0.40274
226 0.0930317 -0.275886 0.740816
169 -1.58358 0.0202767 -0.134427
4 2.32566 0.922705 -0.862519
142 -0.731953 -0.149436 -0.376006
200 -0.411082 -0.201049 1.33647
97 -0.061454 0.9386 -0.401912
238 1.11006 0.12207 0.211877
20 0.172612 -0.137947 0.369231
199 -0.710854 -1.3935 -0.0963372
478 -0.583738 -2.54377 0.569476
256 -0.490015 0.0697014 -1.23302
171 0.517652 0.0735528 0.513982
322 -0.0764717 -0.503691 -0.0947483
6 -0.457548 -0.126056 -0.028328
155 0.344424 -0.454082 0.366146
17 0.652412 1.43461 0.752688
460 -0.45678 0.0668773 -0.955344
439 1.45848 0.171356 0.268593
327 -0.304742 -0.818382 -0.280451
178 0.287043 0.0940768 -1.18402
54 0.417375 1.07187 -2.58963
158 -0.196926 -0.41491 -0.862739
437 0.44551 0.167652 0.105881
482 0.574971 1.6067 -0.606301
333 -0.107569 -1.35705 0.57511
480 1.45034 -0.64453 -0.509661
324 -0.504922 0.182182 -0.0381728
346 0.329649 -0.910702 -0.374797
14 0.521595 -0.0324628 0.615891
384 1.07877 -0.352378 -0.442363
44 1.25119 0.787876 -0.441289
284 0.156791 0.123386 -1.00537
408 -0.258216 1.81853 1.58577
260 0.188246 0.913616 0.197152
182 -0.916009 -1.74209 -0.621097
36 -1.50323 0.0747713 -1.1385
76 -0.964275 0.83339 0.0828176
85 -0.0547471 -1.22211 0.0677264
294 0.384311 1.81732 0.0456738
209 -0.388501 -0.531671 1.75131
120 -0.517954 0.381829 -0.643109
172 0.142356 -0.521391 0.164722
196 -1.30794 -0.583497 -0.41568
43 -0.368902 0.893083 -1.09485
315 -0.118564 -0.750496 0.661753
49 -0.555573 -1.67173 -1.04452
412 0.69767 1.84608 0.0652697
246 -1.83801 -0.52089 0.476506
86 0.210592 0.251191 -0.147194
216 -0.197524 2.40693 0.378916
306 0.0862691 -1.13707 -0.120048
331 -0.658396 -0.537204 -0.376025
326 -0.583231 0.94641 -0.0867239
264 1.14221 -0.32432 0.832617
40 -0.549042 0.0533778 -1.42712
251 -1.44822 -0.832355 -1.07523
222 0.0760084 -1.10416 -0.645658
229 -1.04192 -0.347636 0.449209
42 0.648702 -0.128741 -0.528338
483 0.000809323 1.02065 -0.0346013
191 0.200542 0.549743 0.312227
177 0.698048 -0.873782 0.700078
1 0.555249 0.763295 0.0461078
272 -1.09744 -0.00573329 1.49431
252 -0.494728 -0.160346 0.456066
258 0.793333 -0.671951 -0.96694
240 -1.11315 0.580847 0.738621
15 0.358541 0.270213 -0.968344
445 0.0515888 -0.670935 0.228262
218 -1.52523 2.2195 -1.18347
453 -0.351984 -0.492881 -0.399862
93 0.240418 -0.522216 0.234016
382 -1.11593 1.66433 -0.444017
79 1.21835 0.332475 -0.163267
46 -0.230964 -1.02342 0.617226
274 0.603807 0.0322791 2.01543
153 0.413257 0.106235 -0.199662
289 -0.121026 0.796538 0.230879
224 -0.43912 -1.41545 0.214438
364 0.0259134 -0.573113 -0.81528
146 0.302785 0.870075 0.175661
235 -0.0383789 0.0380077 1.62546
291 -0.32315 -0.250228 -1.09608
239 0.248854 0.591713 -1.39388
404 -1.17632 1.50858 -0.125214
443 0.111959 1.55229 -0.840934
446 -0.247896 0.169735 0.847073
387 0.461897 -2.083 -0.0722817
72 0.545014 0.162398 -0.208689
286 1.1798 0.717559 0.870603
247 1.2511 -1.53538 -0.212792
303 0.685867 -1.28445 0.689415
70 0.401507 -0.844301 -0.708786
176 1.34333 -0.722642 0.215696
92 -1.02815 0.667606 0.90295
293 -0.641205 0.403489 0.793433
269 0.133975 -2.09383 1.61959
63 0.601117 -0.273669 0.403636
276 -1.16077 1.07519 0.883584
310 -1.05741 0.473771 -0.81574
459 -1.09993 0.54404 -2.71391
277 0.230231 0.210014 -0.28495
78 0.576214 -0.461284 0.0142652
297 0.741994 -0.338164 0.840887
185 -0.391884 1.40394 -0.704418
356 -0.425845 -0.190475 0.378399
131 1.19109 0.625723 -0.42508
419 0.171511 0.442515 -0.185407
135 -0.690246 -0.0171341 -0.647435
19 -1.12253 -2.1076 0.00861616
307 -0.447171 -0.210942 -0.491222
8 1.16244 0.934759 1.50356
187 0.764101 -0.792012 -2.10659
81 0.0857219 -0.381368 0.45172
80 0.978427 0.143566 -0.966468
112 0.865036 0.0267026 0.829049
250 -2.39839 -0.20571 1.36307
56 0.267065 -0.796882 -0.948657
64 -0.0151852 1.7761 -0.246447
28 -0.242333 -1.17956 -1.37121
210 0.453408 -0.742902 0.709033
468 -0.0670306 -0.103045 -1.12343
259 -0.360564 1.07956 -1.26035
308 -0.457976 0.992443 -2.28571
244 -0.16109 -0.240447 0.0786747
296 0.986415 -1.61038 0.192712
375 -1.15289 0.248051 1.44116
99 0.892914 0.601511 -0.685838
189 -0.429998 0.161191 0.476763
285 0.844735 -0.309873 0.86993
282 -0.362579 0.720703 -1.04215
465 -1.5057 -1.36589 -0.83877
71 -0.128501 0.628031 -0.0990608
174 -0.699288 0.26523 -0.341284
304 -0.393732 -0.0158299 0.356686
424 0.301701 1.69496 1.34081
175 1.05725 -0.97085 0.940612
167 0.20994 0.246783 0.845539
339 0.2645 0.237504 1.26286
300 0.226872 0.0972568 1.99547
156 -1.06624 0.593692 0.916807
145 0.489184 0.744327 -0.373728
298 0.909994 1.07141 0.418392
323 -1.24361 -0.560422 -1.35407
208 0.769063 -0.355057 0.727112
430 -0.0631894 -0.327869 0.653259
83 -0.120482 -1.51286 -1.13482
273 1.39871 0.218817 -0.323259
183 0.211705 0.346984 0.89785
125 -0.0639291 0.49235 0.347921
84 0.4112 0.724048 -1.09133
138 0.648843 0.78023 0.0991109
337 -1.84534 -0.279446 0.495853
317 -1.06638 -1.03297 0.518174
90 0.277272 0.889931 -0.0191192
390 0.238846 0.957482 0.192573
152 -1.70433 0.727026 0.90615
489 1.2557 -0.451248 0.914344
325 2.4607 0.946603 0.827631
302 0.94565 0.334178 1.4859
268 -1.08551 0.275143 -0.893834
62 -0.723447 -0.186086 -0.898083
254 -1.62827 -1.24969 0.354917
493 -0.626459 0.188856 -0.832553
150 0.82271 -1.00136 0.728308
335 1.39985 -1.37876 -0.22577
91 -1.23024 0.628532 0.0788207
427 0.77488 0.961792 -0.280662
330 0.259208 0.517677 1.50318
341 -0.929855 -1.27668 -0.575805
271 1.99608 0.183182 0.167174
395 -0.0912428 -0.81259 -0.766237
233 -0.166146 -2.10171 0.962077
501 0.0340296 1.47513 -0.0511882
74 -1.08996 -0.0413754 -0.187441
109 -0.425116 -0.0752341 -0.70846
318 1.11971 0.260229 0.181065
123 -0.172582 0.12618 0.781645
345 -0.406117 0.444558 -0.0661919
316 -0.497367 1.69559 -0.407617
267 -0.289301 2.80319 0.759223
450 -0.179266 0.0476583 1.16348
436 -0.54027 0.733822 0.555385
313 -0.318729 0.457647 0.471493
311 0.160321 -0.569452 0.328322
499 -0.949736 -0.132902 -0.803219
336 -0.567977 -1.0697 1.17269
447 0.421486 -0.735275 0.849042
12 -0.23124 -0.585637 0.855876
283 -0.408878 1.208 1.96755
281 -1.16121 -1.80766 -1.33908
5 0.304583 -0.437688 -0.45931
305 1.25574 0.0629812 0.295239
464 -1.20842 -0.204367 -2.56238
34 0.494209 -0.903587 0.118044
312 -0.254672 0.0814584 1.55843
328 -1.43257 -0.00836582 0.596613
52 -1.03898 -1.81408 -0.591146
448 0.151878 -1.07437 -0.899915
164 -0.749242 -0.506626 0.388174
68 1.85986 -0.342571 0.154515
245 0.0759944 -0.648274 -0.106262
122 -0.116994 0.802801 0.667483
113 -0.605842 -1.03816 0.132667
428 1.29669 -0.633379 -0.0594424
378 0.692038 0.425154 0.0802444
362 0.268412 0.539135 0.735491
492 -0.411297 -0.505362 1.09674
16 0.616946 0.309657 0.759536
367 -0.637817 -1.57124 -0.125355
365 -0.671464 0.149908 -0.320185
212 1.14378 -0.169405 0.357194
398 0.817626 0.00398901 0.376121
101 0.396718 -0.414285 0.221253
124 0.713271 0.480914 -1.03604
108 0.41228 -1.16528 0.382235
413 -1.09054 -0.422134 -0.163812
349 0.0199847 0.581592 -0.563671
456 -0.725028 -0.030707 -0.475656
373 0.0997819 -0.164819 0.107831
170 0.164987 0.35417 0.433851
96 0.0220066 0.668623 0.91831
128 -0.769813 -0.631843 0.015617
355 -0.276846 1.4556 -0.276824
217 -0.669597 0.495302 -1.32362
406 1.58754 -0.295128 -0.149054
100 0.195218 -0.853682 0.711182
423 1.05365 0.0673682 0.506311
371 0.557222 3.38163 -0.826335
11 0.365362 -0.881406 -0.21873
27 -0.553894 -1.47768 -0.302569
203 -0.423908 -0.00900321 -0.855303
353 0.105996 0.97585 -0.672045
377 -0.193709 -1.53604 -1.12769
416 -1.61856 0.891172 0.126134
380 -0.561611 0.340688 -0.161988
38 0.212285 0.96489 -0.46876
110 0.222282 0.104251 1.1299
184 0.685439 0.64235 -1.55313
30 0.221207 0.807308 1.24281
358 -0.758474 -1.14445 -1.3719
103 0.406359 -0.590365 0.651293
206 1.20431 -0.48251 -0.516716
426 -0.274618 -0.784032 -0.353962
35 -0.0952782 -0.189402 0.816703
111 -1.00016 0.271509 0.371603
168 -0.590898 -0.0951447 -0.35959
107 0.182456 0.271265 -0.864345
